,size,num_vol,pop_density,2sigma,total_area,number_per_unit_area,max_l,avg_l
0,46.19041684736593,1.8050102065566023e-09,-20.13269959057556,0.0014963983758108951,7145383.23,5.598020247823713e-07,678.2572,162.00433802816903
1,57.051297315646295,2.9579605995712295e-09,-19.63876579270215,0.00236601357726952,7145383.23,1.399505061955928e-06,,
2,70.4659266478103,3.6839921826444526e-09,-19.419268840530506,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
3,87.03477487746477,2.287759240999369e-09,-19.895692995801532,0.0031743403166772594,7145383.23,2.5191091115206706e-06,,
4,107.4995022180179,1.4163136759522625e-09,-20.375208343642228,0.003084904280735516,7145383.23,2.379158605325078e-06,,
5,132.77615750016457,1.3652847843717615e-09,-20.41190279683099,0.0037409959395272377,7145383.23,3.49876265488982e-06,,
6,163.99618264979887,8.949442135443352e-10,-20.834259730831743,0.0037409959395272377,7145383.23,3.49876265488982e-06,,
7,202.557058662229,2.581198208540935e-10,-22.07759721690232,0.0024814959747309854,7145383.23,1.5394555681515209e-06,,
8,250.18486010438835,2.6148712216863946e-10,-22.064636079645222,0.003084904280735516,7145383.23,2.379158605325078e-06,,
9,309.0115182301671,1.9157008818271558e-10,-22.375767378535752,0.0032613246497190454,7145383.23,2.6590596177162634e-06,,
10,381.67025118574713,1.1235586141312509e-10,-22.90934994764672,0.003084904280735516,7145383.23,2.379158605325078e-06,,
11,471.4134329830624,6.065234019204352e-11,-23.525862896088427,0.002799505018204682,7145383.23,1.9593070867382994e-06,,
12,582.2581773309953,1.9878805328431686e-11,-24.64136701064912,0.0019795489823383,7145383.23,9.796535433691497e-07,,
13,719.1661529954616,1.116904923186236e-11,-25.217874624477133,0.0018327062363330975,7145383.23,8.397030371735568e-07,,
14,888.2656796424519,4.880874718235264e-12,-26.045696666586043,0.0014963983758108951,7145383.23,5.598020247823713e-07,,
